Lambda, Avg Service Time, Quantum, CPU Utilization, Avg Turnaround, Avg Queuesize, System Throughput,
1,0.06,0.01,5.648008070926515,0.05984487370546592,270.4528,1.015564510841245
2,0.06,0.01,11.247915199145307,0.06407893558731448,508.0926,1.9987551032759527
3,0.06,0.01,16.66396348073632,0.06827088846190081,798.1303,3.0135568674383153
4,0.06,0.01,21.767097464243008,0.07227646721431766,1011.3863,3.927076171185248
5,0.06,0.01,26.938635404838134,0.07673370569313943,1224.8749,4.932048025371531
6,0.06,0.01,32.603213046815554,0.08129302187584155,1501.5363,6.142999691611483
7,0.06,0.01,37.2244326235538,0.08883804797276171,1737.7732,6.891975182636893
8,0.06,0.01,42.45498705035456,0.09496596969849391,1932.1715,8.000312377375456
9,0.06,0.01,48.313478047547626,0.10801049495878212,2250.738,8.991139202048416
10,0.06,0.01,53.61369423762762,0.11721539915528101,2454.5756,9.968281892056952
11,0.06,0.01,58.237983544558965,0.12991580055508212,2602.6765,10.816370798085291
12,0.06,0.01,63.75288285899583,0.15413048345602043,2953.0779,11.910905416699054
13,0.06,0.01,70.59912252289962,0.1763864498766502,3187.3396,13.243331664468611
14,0.06,0.01,74.23777886393272,0.2051202781955984,3357.8038,14.108358485066546
15,0.06,0.01,77.97858898234023,0.2271165557127537,3530.0253,15.155532820035122
16,0.06,0.01,82.31216784736678,0.3088921213848126,3757.4148,15.873569481553261
17,0.06,0.01,88.04434052623198,0.41335029891933955,4005.4953,17.161635109222676
18,0.06,0.01,93.63216265811158,1.0118188098723557,4230.8316,18.280714227870043
19,0.06,0.01,97.67675657054448,1.6638387199272566,4398.2554,18.8674543017987
20,0.06,0.01,99.86965175175453,13.90211264994271,4794.245,19.330755831206687
21,0.06,0.01,99.89766203485699,14.555615254295416,4837.0216,19.80078044882438
22,0.06,0.01,99.74695371197222,28.884472601716155,5230.0342,19.212608095456794
23,0.06,0.01,99.94286373488997,27.24514419539935,5229.7529,19.88538473433937
24,0.06,0.01,99.8344217164624,39.81737956491931,5625.3931,19.272043529852343
25,0.06,0.01,99.98877255085928,52.01816020552239,6060.6631,19.21261444423551
26,0.06,0.01,99.97044982674733,52.099015971986255,6180.8149,19.68920773387103
27,0.06,0.01,99.99453497569895,54.17333817794928,6310.2049,19.490623231983637
28,0.06,0.01,99.99551814271074,66.54020221428298,6871.5842,19.193956586135382
29,0.06,0.01,99.96249060980493,68.70912368708375,7007.2169,19.377400745429977
30,0.06,0.01,99.97214848953602,71.71220787106729,7363.8377,19.07849535053918
